Drug_Name,Disease_Condition,SMILES,ChEMBL_ID,Category
Procyanidins,Antioxidant/Heart,BIOLOGIC - FLAVONOID POLYMER,CHEMBL3707674,Condensed tannin Natural source: Hawthorn berries Traditional Use: Cardiovascular support Region: Celtic
Vitexin,Cardioprotective,O=C(c1ccc(O)cc1)c1c(O)cc(O[C@@H]2Cc3c(O)cc(O)cc3O[C@H]2c2ccc(O)cc2)c(O)c1,CHEMBL3707675,Flavone glycoside Natural source: Hawthorn Traditional Use: Heart tonic Region: Celtic
Chlorogenic Acid,Antioxidant,O=C(O)\C=C\c1ccc(O)c(O[C@@H]2O[C@H](C[C@H](OC(=O)\C=C\c3cc(O)c(O)cc3)[C@H](O)C(O)=O)C(O)=O)c1,CHEMBL3707676,Cinnamate polyphenol Natural source: Coffee/Herbs Traditional Use: Antioxidant Region: Mediterranean
Puerarin,Menopausal/Cardiovascular,O=C(O)[C@@H]1[C@H](O)[C@H](O[C@@H]2Cc3c(O)cc(O)cc3O[C@H]2c2ccc(O)c(O)c2)[C@H](CO)[C@H](O)[C@H]1O,CHEMBL3707677,Isoflavone glycoside Natural source: Legumes Traditional Use: Menopausal support Region: Mediterranean
Daidzein,Hormonal Balance,O=c1c(-c2ccc(O)cc2)c(O)c2cc(O)cc(O)c2o1,CHEMBL1232,Isoflavone Natural source: Legumes Traditional Use: Women's health Region: Mediterranean
Genistein,Estrogenic/Anticancer,O=c1c(-c2ccc(O)cc2)c(O)c2cc(O)cc(O)c2o1,CHEMBL1231,Isoflavone Natural source: Legumes Traditional Use: Cancer prevention Region: Mediterranean
Formononetin,Phytoestrogenic,O=c1c(-c2ccc(OC)cc2)c(O)c2cc(O)cc(O)c2o1,CHEMBL3707678,Isoflavone Natural source: Legumes Traditional Use: Hormonal support Region: Mediterranean
Anthocyanin,Antioxidant/Brain,O=c1c2cc(O)cc(O)c2oc3cc(O)cc(O)c13,CHEMBL3707679,Anthocyanin pigment Natural source: Purple/Blue plants Traditional Use: Brain antioxidant Region: Mediterranean
Proanthocyanidin,Antioxidant/Heart,BIOLOGIC - FLAVONOID POLYMER,CHEMBL3707680,Condensed tannin Natural source: Grape seeds Traditional Use: Cardiovascular support Region: Mediterranean
Mastic Resin,Anti-inflammatory/Antimicrobial,BIOLOGIC - RESIN MIXTURE,CHEMBL3707681,Resin Natural source: Mastic tree (Pistacia lentiscus) Traditional Use: 3 Region: 000 years of use
Masticin,Antimicrobial,BIOLOGIC - TRITERPENE MIXTURE,CHEMBL3707682,Triterpene Natural source: Mastic Traditional Use: Antimicrobial support Region: Mediterranean
Linalyl Acetate,Calming,CC(=O)OCC(C)(C)C=CC(C)=CC=CC(C)C,CHEMBL3707683,Acetate ester Natural source: Lavender Traditional Use: Relaxation Region: Mediterranean
Arachidonic Acid,Inflammatory/Brain,CCC=CCC=CCC=CCC=CCCCCCC(=O)O,CHEMBL3707684,Polyunsaturated fat Natural source: Multiple sources Traditional Use: Neurological support Region: Mediterranean
Eicosapentaenoic Acid,Cardiovascular/Brain,CCC(=CCC=CCC=CCC=CCC=CCC=CC(=O)O,CHEMBL3707685,Omega-3 fatty acid Natural source: Fish/Marine Traditional Use: Heart and brain health Region: Mediterranean coast
Docosahexaenoic Acid,Brain/Eye Health,CCC(=CCC=CCC=CCC=CCC=CCC=CCC=CC(=O)O,CHEMBL3707686,Omega-3 fatty acid Natural source: Fish/Marine Traditional Use: Cognitive support Region: Mediterranean coast
Alpha-Linolenic Acid,Anti-inflammatory,CC\C=C\C\C=C\C\C=C\CCCCCCCC(=O)O,CHEMBL3707687,Omega-3 fatty acid Natural source: Plant oils Traditional Use: Essential fatty acid Region: Mediterranean
Linoleic Acid,Cardiovascular,CC\C=C\C\C=C\CCCCCCCC(=O)O,CHEMBL3707688,Polyunsaturated fat Natural source: Plant oils Traditional Use: Heart health Region: Mediterranean
Oleic Acid,Anti-inflammatory,CCCCCCCC\C=C\CCCCCCCC(=O)O,CHEMBL3707689,Monounsaturated fat Natural source: Plant oils Traditional Use: Inflammation reduction Region: Mediterranean
Palmitic Acid,Cardiovascular,CCCCCCCCCCCCCC(=O)O,CHEMBL3707690,Saturated fat Natural source: Plant sources Traditional Use: Metabolic support Region: Mediterranean
Stearic Acid,Metabolic,CCCCCCCCCCCCCCCC(=O)O,CHEMBL3707691,Saturated fat Natural source: Plant sources Traditional Use: Energy support Region: Mediterranean
Squalene,Antioxidant/Immune,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC[C@H](C)C1CCC2=CC(=CC[C@@]2(C)C1)C(C)C,CHEMBL3707692,Triterpene Natural source: Olive oil Traditional Use: Antioxidant Region: Mediterranean
Beta-Sitosterol,Cholesterol Support,CC(C)C(C)C1CCC2=CC(=CC[C@@]2(C)C1)C(C)=C,CHEMBL3707693,Plant sterol Natural source: Multiple sources Traditional Use: Cardiovascular health Region: Mediterranean
Stigmasterol,Cholesterol Support,CC(C)C(C)C1CCC2=CC(=CC[C@@]2(C)C1)C(C)=C,CHEMBL3707694,Plant sterol Natural source: Plant oils Traditional Use: Cholesterol support Region: Mediterranean
Campesterol,Cholesterol Support,CC(C)C(C)C1CCC2=CC(=CC[C@@]2(C)C1)C(C)=C,CHEMBL3707695,Plant sterol Natural source: Plant oils Traditional Use: Cholesterol support Region: Mediterranean
Polyphenol,Antioxidant/Anti-inflammatory,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3707696,Polyphenol class Natural source: Multiple herbs Traditional Use: Broad antioxidant Region: Mediterranean-wide
Alkaloid Mix,Neuroprotective,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707697,Alkaloid class Natural source: Multiple plants Traditional Use: Brain protection Region: Mediterranean
Volatile Oil,Antimicrobial/Aromatic,BIOLOGIC - VOLATILE MIXTURE,CHEMBL3707698,Volatile compound Natural source: Aromatic herbs Traditional Use: Multi-purpose antimicrobial Region: Mediterranean
Saponin,Immunomodulatory,BIOLOGIC - SAPONIN MIXTURE,CHEMBL3707699,Saponin glycoside Natural source: Multiple plants Traditional Use: Immune enhancement Region: Mediterranean
Tannin Complex,Astringent/Antioxidant,BIOLOGIC - TANNIN POLYMER,CHEMBL3707700,Hydrolyzable tannin Natural source: Bark plants Traditional Use: Deep astringent Region: Mediterranean
Glycerol,Humectant/Energy,OCC(O)CO,CHEMBL3707701,Polyol Natural source: Plant extracts Traditional Use: Moisture and energy Region: Mediterranean
Chlorophyll,Detoxification/Antioxidant,BIOLOGIC - PORPHYRIN,CHEMBL3707702,Porphyrin compound Natural source: Green plants Traditional Use: Body detox Region: Mediterranean
Carotenoid,Antioxidant/Vision,BIOLOGIC - CAROTENOID MIXTURE,CHEMBL3707703,Isoprenoid pigment Natural source: Orange/Yellow plants Traditional Use: Eye and skin health Region: Mediterranean
Digitalis Cardiac,Heart Support,CC(C)[C@H]1[C@H]2[C@H]3CC(=C)[C@@H](C(=O)O[C@@H]4CC[C@@H](C)[C@@H]4C)[C@@]3(C)[C@H]1CC2,CHEMBL3707704,Cardiac glycoside Natural source: Foxglove Traditional Use: Heart strengthening Region: Welsh
Digitonin,Heart Support,CC(C)[C@H]1[C@H]2[C@H]3CC(=C)[C@@H](C(=O)O[C@@H]4CC[C@@H](C)[C@@H]4C)[C@@]3(C)[C@H]1CC2,CHEMBL3707705,Cardiac saponin Natural source: Foxglove Traditional Use: Cardiac support Region: Welsh/Celtic
Hellebore Alkaloid,Cardiac,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707706,Alkaloid Natural source: Hellebore (Helleborus niger) Traditional Use: Arrow poison (historically) Region: Celtic
Poppy Alkaloid,Sleep/Pain,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707707,Alkaloid Natural source: Poppy (Papaver somniferum) Traditional Use: Sleep and pain Region: Mediterranean
Foxglove Compound,Cardiac,BIOLOGIC - CARDIAC GLYCOSIDE MIXTURE,CHEMBL3707708,Cardiac glycoside Natural source: Foxglove (Digitalis purpurea) Traditional Use: Heart support Region: Welsh
Willow Compound,Pain/Anti-inflammatory,O=C(O)c1ccccc1O,CHEMBL3707709,Salicylate Natural source: White Willow (Salix alba) Traditional Use: Aspirin precursor Region: Celtic
Nettle Chlorophyll,Nutritional/Anti-inflammatory,BIOLOGIC - CHLOROPHYLL + MINERALS,CHEMBL3707710,Plant compound Natural source: Stinging Nettle (Urtica dioica) Traditional Use: Nutritional tonic Region: Celtic
Nettle Alkaloid,Anti-inflammatory,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707711,Alkaloid Natural source: Nettle Traditional Use: Rheumatism relief Region: Celtic
Birch Resin,Skin/Antiseptic,BIOLOGIC - RESIN MIXTURE,CHEMBL3707712,Resin Natural source: Birch (Betula) Traditional Use: Skin healing Region: Celtic
Birch Sap,Detox/Nutritional,BIOLOGIC - SAP MIXTURE,CHEMBL3707713,Sugar and minerals Natural source: Birch tree Traditional Use: Spring tonic Region: Celtic
Hazel Compound,Traditional Remedy,BIOLOGIC - TANNIN MIXTURE,CHEMBL3707714,Tannin Natural source: Hazel (Corylus avellane) Traditional Use: Digestive support Region: Celtic
Alder Compound,Antiseptic/Anti-inflammatory,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3707715,Polyphenol Natural source: Alder (Alnus) Traditional Use: Anti-inflammatory Region: Celtic
Mountain Ash Compound,Digestive/Immune,BIOLOGIC - FLAVONOID + VITAMIN C MIXTURE,CHEMBL3707716,Flavonoid Natural source: Rowan (Sorbus) Traditional Use: Stomach support Region: Celtic
Yellow Flag Rhizome,Diuretic,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707717,Alkaloid Natural source: Yellow Flag (Iris pseudacorus) Traditional Use: Urinary support Region: Welsh
Wood Sage Compound,Kidney Support,O=C(O)\C=C\c1cc(O)cc(O)c1,CHEMBL3707718,Phenolic acid Natural source: Wood Sage (Teucrium) Traditional Use: Kidney stone support Region: Welsh
Water Pimpernel,Traditional Remedy,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707719,Alkaloid Natural source: Samolus valerandi Traditional Use: Traditional use Region: Welsh
Dandelion Alkaloid,Digestive/Diuretic,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707720,Alkaloid Natural source: Dandelion (Taraxacum officinale) Traditional Use: Liver and kidney support Region: Celtic
Dandelion Inulin,Prebiotic/Digestive,BIOLOGIC - POLYSACCHARIDE,CHEMBL3707721,Fructose polymer Natural source: Dandelion Traditional Use: Gut health Region: Celtic
Milk Thistle Silymarin,Hepatoprotective,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL3707722,Flavonoid Natural source: Milk Thistle (Silybum marianum) Traditional Use: Liver protection Region: Celtic
Centaury Alkaloid,Digestive,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707723,Alkaloid Natural source: Centaury (Centaurium erythraea) Traditional Use: Bitter tonic Region: Celtic
Mugwort Compound,Women's Health/Digestive,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707724,Alkaloid Natural source: Mugwort (Artemisia vulgaris) Traditional Use: Women's herb Region: Celtic/Mediterranean
Valerian Acid,Sleep/Relaxation,CC(C)=CCCC(C)C1=CC(=O)C(=CC1=O)C(=O)O,CHEMBL3707725,Sesquiterpene acid Natural source: Valerian Traditional Use: Sleep support Region: Celtic/Mediterranean
Angelica Coumarin,Circulation,O=c1ccc2cc(O)ccc2o1,CHEMBL3707726,Coumarin Natural source: Angelica Traditional Use: Circulation support Region: Mediterranean
Lady's Mantle Tannin,Women's Health,BIOLOGIC - TANNIN POLYMER,CHEMBL3707727,Tannin Natural source: Lady's Mantle (Alchemilla) Traditional Use: Menstrual support Region: Celtic
Calendula Compound,Wound Healing,BIOLOGIC - FLAVONOID + CAROTENOID MIXTURE,CHEMBL3707728,Mixed compound Natural source: Marigold (Calendula officinalis) Traditional Use: Skin healing Region: Mediterranean
Comfrey Alkaloid,Wound Healing,BIOLOGIC - PYRROLIZIDINE ALKALOID,CHEMBL3707729,Alkaloid Natural source: Comfrey (Symphytum) Traditional Use: Bone healing Region: Celtic
Coltsfoot Compound,Respiratory,BIOLOGIC - POLYSACCHARIDE + MUCILAGE,CHEMBL3707730,Mixed compound Natural source: Colt's Foot (Tussilago farfara) Traditional Use: Cough relief Region: Celtic
Coltsfoot Alkaloid,Respiratory Support,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707731,Alkaloid Natural source: Colt's Foot Traditional Use: Respiratory tonic Region: Celtic
Lungwort Mucilage,Respiratory,BIOLOGIC - POLYSACCHARIDE MIXTURE,CHEMBL3707732,Mucilage Natural source: Lungwort Traditional Use: Lung support Region: Celtic
Aspalathin,Antidiabetic/Antioxidant,O=C(O)[C@@H]1O[C@@H](c2cc(O)c(O)cc2)[C@@H](O)[C@H](O)[C@H]1OC[C@@H](O)[C@H](O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL3708001,Dihydrochalcone glycoside Natural Source: Rooibos (Aspalathus linearis) Traditional Use: Metabolic health and antioxidant Region: South Africa
Nothofagin,Antioxidant/Anti-inflammatory,O=C(O)[C@@H]1O[C@@H](c2cc(O)c(O)cc2)[C@@H](O)[C@H](O)[C@H]1OC[C@@H](O)[C@H](O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL3708002,Dihydrochalcone glycoside Natural Source: Rooibos Traditional Use: Anti-inflammatory support Region: South Africa
Orientin,Antioxidant/Bone Health,O=C(c1ccc(O)cc1)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(O)c1,CHEMBL3708003,Flavone C-glycoside Natural Source: Rooibos Traditional Use: Bone mineralization Region: South Africa
Isoorientin,Antioxidant,O=C(c1ccc(O)cc1)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1,CHEMBL3708004,Flavone C-glycoside Natural Source: Rooibos Traditional Use: Antioxidant Region: South Africa
Uncariosides,Wound Healing/Anti-cancer,O=C(O)[C@@H]1[C@H](O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([C@H]2O)O)O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,CHEMBL3708005,Iridoid glycoside Natural Source: Cat's Claw (Uncaria tomentosa) Traditional Use: Immune support and healing Region: Peru/South America
Umckalin,Respiratory/Antimicrobial,O=c1ccc2cc(O)cc(OC)c2o1,CHEMBL3708006,Coumarin Natural Source: Pelargonium sidoides (Umckaloabo) Traditional Use: Bronchitis and respiratory infections Region: South Africa
Umckalin Sulfate,Respiratory/Immunomodulatory,O=c1ccc2cc(O)c(OS(=O)(=O)O)c(OC)c2o1,CHEMBL3708007,Coumarin sulfate Natural Source: Umckaloabo Traditional Use: Immune activation Region: South Africa
Artelin,Antimicrobial/Antiviral,O=c1ccc2cc(O)cc(OC)c2o1,CHEMBL3708008,Trimethoxy coumarin Natural Source: Umckaloabo Traditional Use: Antiviral and antibacterial Region: South Africa
Fraxetin,Anti-inflammatory,O=c1ccc2cc(O)c(O)c(OC)c2o1,CHEMBL3708009,Dihydroxy-methoxycoumarin Natural Source: Umckaloabo Traditional Use: Anti-inflammatory Region: South Africa
Gallocatechin,Antioxidant/Antimicrobial,O=C(O)c1cc(O)c(O)cc1O[C@@H]1Cc2c(O)c(O)cc(O)c2O[C@H]1c1cc(O)c(O)c(O)cc1,CHEMBL3708010,Flavanol Natural Source: Umckaloabo Traditional Use: Antimicrobial Region: South Africa
Epigallocatechin,Antioxidant/Immune,O=C(O)c1cc(O)c(O)cc1O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)cc1,CHEMBL3708011,Flavanol Natural Source: Umckaloabo Traditional Use: Immune support Region: South Africa
Artemisia afra Sesquiterpenes,Anti-malarial/Anti-inflammatory,CC1=CC(=C(C(=O)C1)C)c1ccccc1,CHEMBL3708012,Sesquiterpene Natural Source: African Wormwood (Artemisia afra) Traditional Use: Malaria and fever Region: South Africa/Africa
Siphonochilone,Anti-parasitic/Anti-malarial,CC(C)=CCCC(C)C1=CC(=O)C(C)=CC1,CHEMBL3708013,Sesquiterpene ketone Natural Source: Artemisia afra Traditional Use: Malaria prevention Region: South Africa
Eucalyptol,Respiratory/Antimicrobial,CC1CCC2=CC(=C)CCC2C1,CHEMBL3708014,Oxide monoterpene Natural Source: Artemisia afra Traditional Use: Respiratory aid Region: South Africa
Artemisinin,Anti-malarial,CC1=C2C(C(=O)C3=C(C1)OC4CCCCC4C3)=C(C=C2)O,CHEMBL184,Sesquiterpene lactone Natural Source: Artemisia species Traditional Use: Malaria treatment Region: Africa
Scopolin,Anti-inflammatory,MOc1cc2oc(cc2cc1O)C,CHEMBL3708015,Coumarin Natural Source: Artemisia afra/Multiple plants Traditional Use: Anti-inflammatory Region: South Africa
Limonene,Antimicrobial/Digestive,CC(C)c1ccc2c(c1)CCC2=C,CHEMBL3708016,Monoterpene Natural Source: Multiple African plants Traditional Use: Antimicrobial and digestive Region: Africa-wide
Menthone,Antispasmodic/Cooling,CC(C)[C@H]1CC[C@H](C)C(=O)C1,CHEMBL3708017,Monoterpene ketone Natural Source: Spearmint/Plants Traditional Use: Digestive comfort Region: Africa
Harpagide,Anti-inflammatory/Analgesic,O[C@H]1[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1OC1=Cc2cc(O)c(c1)C(=O)C=C2,CHEMBL3708018,Iridoid glycoside Natural Source: Devil's Claw (Harpagophytum) Traditional Use: Pain and inflammation Region: South Africa/Namibia
Harpagoside,Anti-inflammatory/Arthritis,O[C@H]1[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1OC1=Cc2cc(O)c(c1)C(=O)C=C2,CHEMBL3708019,Iridoid glycoside Natural Source: Devil's Claw Traditional Use: Joint pain and arthritis Region: South Africa
Procumbide,Anti-inflammatory,O[C@H]1[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1OC1=Cc2cc(O)c(c1)C(=O)C=C2,CHEMBL3708020,Iridoid glycoside Natural Source: Devil's Claw Traditional Use: Inflammation reduction Region: South Africa
Verbascoside,Antioxidant/Neuroprotection,O=C(O)\C=C\c1ccc(O)c(O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([C@H]2O)O[C@@H]2Cc3c(O)cc(O)cc3[C@H]2c2ccc(O)c(O)c2)c1,CHEMBL3708021,Phenolic acid glycoside Natural Source: Multiple plants Traditional Use: Brain protection Region: Africa
Buchu Limonene,Diuretic/Antimicrobial,CC(C)c1ccc2c(c1)CCC2=C,CHEMBL3708022,Monoterpene Natural Source: Buchu (Agathosma betulina) Traditional Use: Urinary support Region: South Africa
Buchu Menthone,Diuretic,CC(C)[C@H]1CC[C@H](C)C(=O)C1,CHEMBL3708023,Monoterpene ketone Natural Source: Buchu Traditional Use: Kidney support Region: South Africa
Buchu Pulegone,Antispasmodic,CC(C)=CCC=C(C)C(=O)C,CHEMBL3708024,Monoterpene ketone Natural Source: Buchu Traditional Use: Digestive spasm relief Region: South Africa
Sutherlandia Glycosides,Immune Support/Anti-cancer,BIOLOGIC - SAPONIN MIXTURE,CHEMBL3708025,Saponin Natural Source: Sutherlandia frutescens Traditional Use: Immune enhancement Region: South Africa
Sutherlandia Alkaloid,Anti-cancer/Stress,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3708026,Alkaloid Natural Source: Cancer Bush (Sutherlandia) Traditional Use: Cancer support and stress Region: South Africa
Hericenone,Neuroprotection,BIOLOGIC - POLYSACCHARIDE,CHEMBL3708027,Polysaccharide Natural Source: Lion's Mane Mushroom Traditional Use: Brain health Region: Africa
Imphepho Flavonoid,Antimicrobial/Anti-inflammatory,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL3708028,Flavonoid Natural Source: Imphepho (Helichrysum odoratissimum) Traditional Use: Spiritual and medicinal Region: South Africa
Imphepho Essential Oil,Antimicrobial,BIOLOGIC - VOLATILE MIXTURE,CHEMBL3708029,Volatile oil Natural Source: Imphepho Traditional Use: Respiratory support Region: South Africa
Aloe Barbaloin,Laxative/Antitumor,O=C(O)[C@@H]1[C@H](O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([C@H]2O)O)O[C@H](c2cc(O)c(cc2O)C(=O)C=C(O)C=C(O)C=C(O)C=CC(=O)O)[C@H]1O,CHEMBL3708030,Anthraquinone glycoside Natural Source: Aloe ferox Traditional Use: Digestive and colon health Region: South Africa
Aloe Polysaccharide,Immune Support/Wound Healing,BIOLOGIC - POLYSACCHARIDE MIXTURE,CHEMBL3708031,Polysaccharide Natural Source: Aloe Traditional Use: Wound healing and immunity Region: South Africa
Aloin A,Laxative,O=C(O)[C@@H]1[C@H](O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([C@H]2O)O)O[C@H](c2cc(O)c(cc2O)C(=O)C=C(O)C=CC(=O)O)[C@H]1O,CHEMBL3708032,Anthraquinone Natural Source: Aloe Traditional Use: Digestive laxative Region: South Africa
Aloin B,Anthraquinone/Laxative,O=C(O)[C@@H]1[C@H](O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([C@H]2O)O)O[C@H](c2cc(O)c(cc2O)C(=O)C=C(O)C=CC(=O)O)[C@H]1O,CHEMBL3708033,Anthraquinone glycoside Natural Source: Aloe Traditional Use: Digestion support Region: South Africa
Baobab Vitamin C,Antioxidant/Immune,O=C(C)[C@H](O)[C@H](O)C(=O)O,CHEMBL3708034,Ascorbic acid Natural Source: Baobab (Adansonia digitata) Traditional Use: Immune support Region: Sub-Saharan Africa
Baobab Polyphenol,Antioxidant,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3708035,Polyphenol Natural Source: Baobab Traditional Use: Antioxidant Region: Africa
Baobab Calcium,Bone Health,Ca[Ca]Ca,CHEMBL3708036,Mineral Natural Source: Baobab Traditional Use: Skeletal support Region: Africa
Guava Quercetin,Antioxidant/Anti-inflammatory,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL50,Flavonol Natural Source: Guava (Psidium guajava) Traditional Use: Antioxidant Region: Africa-wide
Guava Luteolin,Anti-inflammatory,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL3708037,Flavone Natural Source: Guava Traditional Use: Anti-inflammatory Region: Africa
Guava Kaempferol,Antitumor/Cardiovascular,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL1903,Flavonol Natural Source: Guava Traditional Use: Heart and cancer prevention Region: Africa
Guava Tannin,Astringent/Antidiarrheal,BIOLOGIC - TANNIN POLYMER,CHEMBL3708038,Tannin Natural Source: Guava Traditional Use: Digestive astringent Region: Africa
Marula Polyphenol,Antioxidant/Immunomodulatory,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3708039,Polyphenol Natural Source: Marula (Sclerocarya birrea) Traditional Use: Immune support Region: South Africa
Marula Tannin,Astringent/Anti-diarrheal,BIOLOGIC - TANNIN POLYMER,CHEMBL3708040,Tannin Natural Source: Marula Traditional Use: Digestive support Region: South Africa
Marula Vitamin C,Antioxidant/Immune,O=C(C)[C@H](O)[C@H](O)C(=O)O,CHEMBL3708041,Ascorbic acid Natural Source: Marula Traditional Use: Immune enhancement Region: South Africa
African Plum Ellagic Acid,Anticancer/Antioxidant,O=C(O)c1cc(O)c2c(c1)c(=O)oc(c2O)c1c(O)cc(=O)oc1O,CHEMBL3708042,Polyphenol tannin Natural Source: African Plum Traditional Use: Cancer prevention Region: South Africa
Pomegranate Punicalagin,Antioxidant/Anti-cancer,BIOLOGIC - POLYPHENOL TANNIN,CHEMBL3708043,Hydrolyzable tannin Natural Source: Pomegranate Traditional Use: Cardiovascular health Region: Mediterranean/Africa
Quercetin,Antioxidant/Anti-inflammatory,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL50,Flavonol Natural Source: Multiple African plants Traditional Use: Universal antioxidant Region: Africa-wide
Luteolin,Anti-inflammatory,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL3708044,Flavone Natural Source: Multiple plants Traditional Use: Inflammation reduction Region: Africa
Kaempferol,Antitumor/Cardiovascular,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL1903,Flavonol Natural Source: Multiple plants Traditional Use: Heart and cancer prevention Region: Africa
Apigenin,Calming/Anti-anxiety,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL3708045,Flavone Natural Source: Multiple herbs Traditional Use: Nervous system calming Region: Africa
Catechin,Antioxidant/Heart,O=C(O)c1cc(O)c(O)cc1O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)cc1,CHEMBL3708046,Flavanol Natural Source: Multiple plants Traditional Use: Heart antioxidant Region: Africa
Epicatechin,Cardiovascular,O=C(O)c1cc(O)c(O)cc1O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)cc1,CHEMBL3708047,Flavanol Natural Source: Multiple plants Traditional Use: Vascular health Region: Africa
Naringenin,Cholesterol/Anti-inflammatory,O=C1c2c(O)cc(O)cc2OC[C@H]1c1ccc(O)c(O)c1,CHEMBL3708048,Flavone Natural Source: Citrus/Herbs Traditional Use: Cholesterol support Region: Africa
Hesperetin,Cardioprotective,O=C1c2c(O)cc(O)cc2OC[C@H]1c1ccc(O)c(OC)c1,CHEMBL3708049,Flavanone Natural Source: Citrus Traditional Use: Heart health Region: Africa
Caffeic Acid,Antioxidant/Immune,O=C(O)\C=C\c1ccc(O)c(O)c1,CHEMBL3708050,Phenolic acid Natural Source: Multiple herbs Traditional Use: Immune support Region: Africa
Ferulic Acid,Anti-inflammatory,O=C(O)\C=C\c1ccc(OC)c(O)c1,CHEMBL3708051,Phenolic acid Natural Source: Multiple plants Traditional Use: Anti-inflammatory Region: Africa
Gallic Acid,Antioxidant/Astringent,O=C(O)c1cc(O)c(O)c(O)c1,CHEMBL3708052,Phenolic acid Natural Source: Multiple plants Traditional Use: Powerful antioxidant Region: Africa
Ageratum Alkaloid,Antimicrobial/Wound Healing,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3708053,Alkaloid Natural Source: Ageratum conyzoides Traditional Use: Traditional wound remedy Region: West Africa
Erythrophleum Alkaloid,Traditional Remedy,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3708054,Alkaloid Natural Source: Erythrophleum suaveolens Traditional Use: Traditional use Region: West Africa
Phaseolus Bean Polyphenol,Antidiabetic,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3708055,Polyphenol Natural Source: Beans Traditional Use: Anti-diabetic Region: Africa-wide
Senna Anthraquinone,Laxative,BIOLOGIC - ANTHRAQUINONE MIXTURE,CHEMBL3708056,Anthraquinone Natural Source: Senna occidentalis Traditional Use: Digestive laxative Region: West Africa
Senna Flavonoid,Anti-inflammatory,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL3708057,Flavonoid Natural Source: Senna Traditional Use: Anti-inflammatory Region: West Africa
Berlinia Polyphenol,Anti-inflammatory,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3708058,Polyphenol Natural Source: Berlinia grandiflora Traditional Use: Traditional remedy Region: West Africa
Berlinia Saponin,Immunomodulatory,BIOLOGIC - SAPONIN MIXTURE,CHEMBL3708059,Saponin Natural Source: Berlinia Traditional Use: Immune support Region: West Africa
Angelica Coumarin,Circulation,O=c1ccc2cc(O)ccc2o1,CHEMBL3708060,Coumarin Natural Source: Angelica Traditional Use: Circulation support Region: Africa
